US-State|URL|Title|Location|AskPrice|CashFlow|GrossRevenue|EBITDA|FF&E|Inventory|Rent|RealEstate|Established|Inventory-2|RealEstate-2|BuildingSF|LeaseExpiration|Employees|FurnitureFixturesAndEquipment|Facilities|GrowthAndExpansion|Financing|SupportAndTraining|ReasonForSelling
Vermont|https://www.bizbuysell.com//Business-Opportunity/B2B-Distribution-Montgomery-AL/1556455/?d=JTJmYWxhYmFtYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmJTNmcSUzZGFYSTlNU1p6Y0dsa1BURW1kejF4|B2B Distribution - Montgomery, AL|Montgomery, AL (Montgomery County)|$425,000|N/A|N/A|N/A|$75,000|$350,000|$3,750 /Month||N/A|Included in asking price|Leased|5,000|N/A|5|Included in asking price|5,000 sq ft warehouse.|Huge vertical growth opportunity through new products.||3 weeks of training at no cost with continued support and training throughout.|
Vermont|https://www.bizbuysell.com//Business-Opportunity/Established-TRANSMISSION-Repair-Shop/1459825/?d=JTJmYWxhYmFtYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmJTNmcSUzZGFYSTlNU1p6Y0dsa1BURW1kejF4|Established TRANSMISSION Repair Shop|Huntsville, AL (Madison County)|$125,000|N/A|N/A|N/A|N/A|N/A|||N/A|||||||||||
Vermont|https://www.bizbuysell.com//Business-Opportunity/Profitable-BBQ-restaurant-in-rapidly-growing-area/1719485/?d=JTJmYWxhYmFtYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmJTNmcSUzZGFYSTlNU1p6Y0dsa1BURW1kejF4|Profitable BBQ restaurant in rapidly growing area.|Huntsville, AL (Madison County)|$99,000|$30,000|$200,000|N/A|N/A|N/A|$1,300 /Month||1991||Leased|2,200|N/A|3ft -pt||||||
Vermont|https://www.bizbuysell.com//Business-Opportunity/Motivated-Seller-Established-Retail-Pool-Supply-Business/1680818/?d=JTJmYWxhYmFtYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmJTNmcSUzZGFYSTlNU1p6Y0dsa1BURW1kejF4|Motivated Seller/ Established Retail Pool Supply Business|Marion County, AL|$97,000|$89,000|$580,000|N/A|$15,000|$25,000|$325 /Month||2006|Included in asking price|Leased|1,000|1/1/2021|4|Included in asking price|"Rented 1000 square feet, In Busy  Shopping center, included  with rent is Water and Trash.Located in shopping center on  Main Street. Lease is a year at a time.
Assets over $15.000 
Assets, Customer list and on hand Inventory, Included in asking price. On hand Inventory estimated at $25,000. 
Rent is paid until January 1,2021"|New Owner could install Above Ground Pools, and InGround Liners. Service is contracted out.|No Seller Financing|Seller willing to give New Owner 1 week of Training.|Motivated Seller/ Quick Sale
Vermont|https://www.bizbuysell.com//Business-Opportunity/Alabama-Pharmacy-with-40-state-licenses/1652670/?d=JTJmYWxhYmFtYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmJTNmcSUzZGFYSTlNU1p6Y0dsa1BURW1kejF4|Alabama Pharmacy with 40 state licenses|AL|$2,800,000|N/A|$1,803,512|$796,459|N/A|$501,000*|$3,600 /Month||2010|Not included in asking price|Leased|5,000|N/A|12||||||
Vermont|https://www.bizbuysell.com//Business-Opportunity/Well-Established-and-Profitable-Preschool/1641646/?d=JTJmYWxhYmFtYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmJTNmcSUzZGFYSTlNU1p6Y0dsa1BURW1kejF4|Well Established and Profitable Preschool|Madison County, AL|$675,000|$153,672|$460,826|$153,672|N/A|N/A||N/A|2001|Included in asking price|Owned|3,700||13||3,700 square feet facility on prime real-estate in the center of a major city in North Alabama.  Great playground, new fence, commercial kitchen, security system, cameras for parent viewing, and all furnishings inside for 5 classrooms and an office.|Could add on to the building to provide additional classrooms and increase revenue.  Other revenue enhancements: parents' night out and tighter payment policies.||Willing to ensure a smooth transition by working in whatever capacity needed, negotiable by contract.|Changes in family needs
Vermont|https://www.bizbuysell.com//Business-Opportunity/Est-Business-Service-Center-Promo-Items-Apparel-andMore-Shelby-County/1716476/?d=JTJmYWxhYmFtYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmJTNmcSUzZGFYSTlNU1p6Y0dsa1BURW1kejF4|Est. Business Service Center, Promo Items, Apparel &More-Shelby County|Shelby County, AL|$200,000|N/A|N/A|N/A|N/A|N/A|||2011|||||2||This business has multiple revenue streams offering high demand products & services. Everything from digital printing, creative design, signs & banners, branded apparel, promotional items & more.||Financing is available to qualified applicants.|No experience is necessary. Full training and ongoing support will be provided. A regional support office will provide continued onsite assistance.|Retirement.
Vermont|https://www.bizbuysell.com//Business-Opportunity/High-Volume-Supermarket-for-Less-Investment/1732795/?d=JTJmYWxhYmFtYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmJTNmcSUzZGFYSTlNU1p6Y0dsa1BURW1kejF4|High Volume Supermarket for Less Investment|Dothan, AL (Houston County)|$60,000|$75,000|$1,300,000|N/A|$40,000|$60,000*|$2,500 /Month||2017|Not included in asking price|Leased|10,000|7/31/2023|5|Included in asking price|$10,000 sq feet building currently operated as grocery store using equipment for meat,dairy and produce dept|||1 week training will be provided|Chaining Career
Vermont|https://www.bizbuysell.com//Business-Opportunity/AAMCO-Transmissions-Franchise-for-Sale/1662356/?d=JTJmYWxhYmFtYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmJTNmcSUzZGFYSTlNU1p6Y0dsa1BURW1kejF4|AAMCO Transmissions Franchise for Sale|Irondale, AL (Jefferson County)|$210,000|N/A|N/A|N/A|N/A|N/A|||N/A|||||||Full auto repair franchise will all equipment. Fully functioning auto repair site already in operation.||Seller financing is available|New owner will receive top-rated training and ongoing support along with access to AAMCO University, a state-of-the-art training facility in Newnan, Georgia.|Refranchising existing unit - with almost 700 locations, owners often retire.
Vermont|https://www.bizbuysell.com//Business-Opportunity/Equity-for-sale-in-established-steel-storm-shelter-company/1746994/?d=JTJmYWxhYmFtYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmJTNmcSUzZGFYSTlNU1p6Y0dsa1BURW1kejF4|Equity for sale in established steel storm shelter company|Huntsville, AL (Madison County) (Relocatable)|$150,000|N/A|N/A|N/A|N/A|N/A|||2010|||||3||We currently operate from a rented warehouse and our partners could easily do the same|The recent storms have sent our demand through the roof! This is the time to build your market for long-term, consistent growth and profitability! Take advantage of the huge demand while building a base of contractors who will order 24/7, year round! This is a very rare time in our industry, but a time for someone to establish their local market for long-term profit.|Owner will finance the majority of the territory purchase|We will provide on site training initially (including fabrication, sales, and installation)|Cannot meet current demand and have no succession plan!
Vermont|https://www.bizbuysell.com//Business-Opportunity/High-Profit-and-Volume-C-Store-with-Real-Estate/1745979/?d=JTJmYWxhYmFtYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmJTNmcSUzZGFYSTlNU1p6Y0dsa1BURW1kejF4|High Profit and Volume C-Store with Real Estate|AL|$3,950,000|N/A|N/A|$345,000|N/A|N/A||$450,000|2007||Owned|7,000||||Asset in great condition, 9 MPDs, LEDs||||Too far from current operations.
Vermont|https://www.bizbuysell.com//Business-Opportunity/Established-Franchise-for-Sale-200-000-Montgomery-AL/1745004/?d=JTJmYWxhYmFtYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmJTNmcSUzZGFYSTlNU1p6Y0dsa1BURW1kejF4|Established Franchise for Sale $200,000 Montgomery, AL|Montgomery, AL (Montgomery County)|$200,000|N/A|N/A|N/A|N/A|N/A|||N/A|||||||Great hours: M-F 8am-5pm. Instant brand recognition. No national competition. Recession-resistant-business with over 40 years of experience.|||3 weeks of intensive management training at headquarters. We teach you everything you need to know to be successful from managing production, flow and sales.|
Vermont|https://www.bizbuysell.com//Business-Opportunity/Auto-Repair-and-Collision-Center-AL/1720296/?d=JTJmYWxhYmFtYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmJTNmcSUzZGFYSTlNU1p6Y0dsa1BURW1kejF4|Auto Repair & Collision Center - AL|Mobile County, AL|$465,000|$157,393|$1,038,111|N/A|N/A|N/A|||1999|Included in asking price|||||||"(1) Hiring Additional Technicians
(2) Additional DRP Contracts
(3) Dealership Referrals
(4) Walk-in Customer Growth
(5) Expand Social Media
(6) Marketing Campaigns
(7) Additional Future Locations
(8) Expand Operational Hours"||4 weeks|retirement
Vermont|https://www.bizbuysell.com//Business-Opportunity/Established-Healthy-Food-and-Meal-Prep-Franchise-Resale/1645693/?d=JTJmYWxhYmFtYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmJTNmcSUzZGFYSTlNU1p6Y0dsa1BURW1kejF4|Established Healthy Food & Meal Prep Franchise Resale|Mobile County, AL|$242,059|$80,686|$601,910|N/A|$206,000|$6,000|||2017|Included in asking price||||9|Included in asking price|"The franchise was founded in 2011 by a couple who moved to the Carolina's to open their own business. They bought a former deli and converted it into their flagship location. The concept is simple ""provide fresh, healthy foods to people that want to live a healthy lifestyle"". The company has three main revenue sources: a sit-down cafe, weekly meal plans and catering. The franchise has already expanded to 40+ locations with several more in the pipeline. It's safe to say that they are becoming a healthy food empire."|The demand for eating healthier and keeping healthy options close at hand is growing significantly. They are the only meal prep service with a fully functional café as well. There is great interest for their meals in the area and are contemplating opening a satellite location to fill demand. Currently they produce 1100-1200 meal plans per week, and an average of 60 custom meal order per week. And it keeps growing!|48411.80|4 weeks|retiring
Vermont|https://www.bizbuysell.com//Business-Opportunity/Primed-Multi-Location-Boot-and-Footwear-Business-ALandFL/1743247/?d=JTJmYWxhYmFtYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmJTNmcSUzZGFYSTlNU1p6Y0dsa1BURW1kejF4|Primed Multi-Location Boot and Footwear Business - AL&FL|Mobile County, AL|$500,000|$95,957|$820,974|N/A|$220,000|$180,000|||2014|Included in asking price|||||Included in asking price|Multi-location -ask Broker for NDA and Confidential Information Profiles|Invest & staff a Mobility Vehicle - Shoe Van/Store, Create and Grow Social Media Presence, Increase Community involvement with BNI, Chamber, Business Networking||4 weeks|retirement
Vermont|https://www.bizbuysell.com//Business-Opportunity/Prime-Auto-Body-Center-Selling-For-ONLY-1-6x-Cash-Flow/1743760/?d=JTJmYWxhYmFtYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmMiUyZiUzZnElM2RhWEk5TVNac2MzSmZjbXhpY0c0OU1TWnpjR2xrUFRFbWR6MXg=|Prime Auto Body Center Selling For ONLY 1.6x Cash Flow!|Montgomery, AL (Montgomery County)|$200,000|$120,000|$837,000|N/A|N/A|N/A|||N/A|||||||Modern, well-maintained facility. 12,000 sf. Managers/Techs in place. Plenty of parking. State of the art equipment.|Implement aggressive marketing. Diversify services. Build relationships. Follow franchise system.||No Experience in automotive needed. Extensive training/support provided by franchisor/seller.|Retirement.
Vermont|https://www.bizbuysell.com//Business-Opportunity/Jackson-Hewitt-Tax-Service-Selma-AL/1743126/?d=JTJmYWxhYmFtYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmMiUyZiUzZnElM2RhWEk5TVNac2MzSmZjbXhpY0c0OU1TWnpjR2xrUFRFbWR6MXg=|Jackson Hewitt Tax Service Selma, AL|Selma, AL (Dallas County)|$25,000|N/A|N/A|N/A|N/A|N/A|||2011|||||4||Storefront locations are equipped with desks, computers and signage. Walmart locations are equipped with a kiosk and computers.|Opportunities exist for growth and expansion in the local market.||We provide a five-day Franchise Initial Training (FIT) class. It is an instructor-led course, covering  functional areas of the business. The FIT class is taught by members of our Operations and Franchise Integration Teams, who will provide a two-year dedicated mentoring program for all new Franchisees.|
Vermont|https://www.bizbuysell.com//Business-Opportunity/Retro-Games-and-Great-Food/1738426/?d=JTJmYWxhYmFtYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmMiUyZiUzZnElM2RhWEk5TVNac2MzSmZjbXhpY0c0OU1TWnpjR2xrUFRFbWR6MXg=|Retro Games and Great Food|Mobile, AL (Mobile County)|$420,000|$220,000|$442,258|$442,258|$100,000|$8,900*|$6,200 /Month||2019|Not included in asking price|Leased|2,156|N/A|17|Included in asking price|Retro Vending games included in the price of the sale as will as the tables, chairs, video game consoles, TVs, lights and fixtures|There is a second floor available to lease from the building owner to expand the dining capacity.||The director of operations will stay on for one month to transition everything over. The GM and bar manager are part of the deal as well.|Owners have moved to another state
Vermont|https://www.bizbuysell.com//Business-Opportunity/Industrial-Marine-Electronic-and-Networking-Distributor-30-Years/1650925/?d=JTJmYWxhYmFtYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmMiUyZiUzZnElM2RhWEk5TVNac2MzSmZjbXhpY0c0OU1TWnpjR2xrUFRFbWR6MXg=|Industrial Marine Electronic & Networking Distributor - 30+ Years|Mobile County, AL|$350,000|$99,821|$1,908,220|N/A|$40,000|$220,790|$5,000 /Month||1988|Included in asking price|Leased|6,400|N/A|3|Included in asking price||"Penetration into new markets that would compliment already existing products offered.

Focus more on expanding sales distribution instead of primary focus on Military contracts."||4 weeks|other interests
Vermont|https://www.bizbuysell.com//Business-Opportunity/Sports-Bar-and-Grill/1726123/?d=JTJmYWxhYmFtYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmMiUyZiUzZnElM2RhWEk5TVNac2MzSmZjbXhpY0c0OU1TWnpjR2xrUFRFbWR6MXg=|Sports Bar & Grill|Montgomery County, AL|$150,000|N/A|$300,000|N/A|$150,000|$10,000|$2,800 /Month||2014|Included in asking price|Leased|1,813|2/28/2023|5|Included in asking price|||||
Vermont|https://www.bizbuysell.com//Business-Opportunity/Child-Care-and-After-School-Care-Business-With-Real-Estate/1730096/?d=JTJmYWxhYmFtYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmMiUyZiUzZnElM2RhWEk5TVNac2MzSmZjbXhpY0c0OU1TWnpjR2xrUFRFbWR6MXg=|Child Care & After School Care Business With Real Estate|Mobile County, AL|$1,450,000|$170,000|$775,000|N/A|N/A|$2,000||$900,000|2016|Included in asking price|Owned|N/A||24||Two locations|Build more class rooms, Both locations currently on a wait list||30 days training and support|more time with family
Vermont|https://www.bizbuysell.com//Business-Opportunity/Family-Italian-Style-Restaurant-Newly-Remodeled/1727607/?d=JTJmYWxhYmFtYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmMiUyZiUzZnElM2RhWEk5TVNac2MzSmZjbXhpY0c0OU1TWnpjR2xrUFRFbWR6MXg=|Family Italian Style Restaurant, Newly Remodeled|Baldwin County, AL|$200,000|$50,000|$330,000|N/A|$60,000|$2,500|$3,500 /Month||1988|Included in asking price|Leased|3,500|N/A|10|Included in asking price|newly remodeled|Talk with the broker!!||30 days|slow down
Vermont|https://www.bizbuysell.com//Business-Opportunity/185K-Net-AL-Cross-Fit-Boot-Camp-Money-Maker/1727923/?d=JTJmYWxhYmFtYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmMiUyZiUzZnElM2RhWEk5TVNac2MzSmZjbXhpY0c0OU1TWnpjR2xrUFRFbWR6MXg=|$185K Net- AL- Cross Fit – Boot Camp Money Maker|Saint Clair County, AL|$500,000|$185,865|$329,403|N/A|$55,000|N/A|||2017|||||9|Included in asking price||Capacity and growing population in the hot Birmingham suburb. A sales driven owner can grow this club to 350 members in the near term.||2 weeks|other interests
